280,82,75,35
281,148,104,190
282,177,125,142
283,164,130,115
284,45,85,9
285,151,178,105
286,213,255,292
287,211,255,271
288,44,10,25
289,105,193,153
290,294,242,269
291,137,161,118
292,280,247,275
293,220,248,295
294,193,171,152
295,101,164,138
296,162,197,129
297,153,133,174
298,93,22,16
299,271,284,230
300,140,187,109
301,231,205,287
302,226,282,241
303,154,172,131
304,76,91,25
305,78,95,59
306,165,186,131
307,101,124,151
308,184,158,139
309,296,245,238
310,179,191,145
311,39,80,63
312,226,288,202
313,185,151,137
314,22,6,97
315,214,261,222
316,244,210,221
317,198,109,165
318,43,94,11
319,105,174,154
320,204,276,240
321,1,60,80
322,68,59,25
323,291,257,205
324,118,143,187
325,212,256,221
326,111,162,132
327,183,115,132
328,229,200,293
329,38,75,47
330,185,118,124
331,219,239,243
332,200,253,236
333,292,264,252
334,283,214,239
335,248,201,231
336,132,141,173
337,214,290,262
338,271,280,288
339,203,283,233
340,16,74,89
341,290,259,225
342,210,225,298
343,278,216,245
344,288,267,241
345,90,29,64
346,185,112,136
347,97,78,30
348,61,93,6
349,236,284,269
350,238,211,250
351,34,50,15
352,168,145,184
353,50,73,27
354,175,148,197
355,128,150,100
356,248,272,238
357,254,287,210
358,163,184,114
359,245,272,299
360,137,111,182
361,230,261,243
362,90,35,61
363,267,253,291
364,247,286,203
365,136,171,116
366,297,249,263
367,198,122,151
368,75,95,46
369,63,47,25
370,49,65,80
371,260,232,243
372,159,108,170
373,268,203,243
374,166,148,183
375,130,110,166
376,255,262,206
377,7,71,37
378,297,233,278
379,48,35,68
380,96,79,2
381,252,260,232
382,279,213,288
383,102,168,139
384,197,177,134
385,143,103,189
386,152,183,100
387,233,278,217
388,288,248,204
389,176,102,189
390,170,114,126
391,34,50,88
392,11,40,71
393,193,164,120
394,98,54,32
395,27,14,81
396,25,5,90
397,287,260,259
398,294,244,205
399,288,251,264
400,80,64,33
401,168,127,195
402,48,72,98
403,60,3,24
404,29,81,68
405,120,177,117
406,287,226,277
407,224,281,209
408,276,222,209
409,226,241,278
410,179,128,186
411,135,110,143
412,162,190,110
413,234,240,215
414,148,118,161
415,226,279,247
416,207,222,253
417,172,124,199
418,147,124,118
419,117,194,148
420,266,242,226
421,174,146,104
422,164,185,134
423,294,221,249
424,246,261,202
425,231,243,276
426,130,196,116
427,252,234,211
428,95,65,16
429,131,163,141
430,136,186,155
431,88,30,60
432,43,18,63
433,58,77,90
434,132,152,170
435,286,214,252
436,106,154,173
437,94,65,28
438,176,113,189
439,240,288,233
440,16,85,68
441,35,45,77
442,15,80,31
443,133,142,118
444,262,283,253
445,58,22,81
446,98,26,79
447,280,214,271
448,179,193,105
449,147,187,121
450,30,90,51
451,66,39,6
452,53,33,86
453,44,86,20
454,40,20,70
455,173,124,199
456,158,107,190
457,128,192,174
458,92,51,66
459,11,67,23
460,211,279,245
461,201,290,239
462,211,269,224
463,45,61,90
464,144,161,105
465,291,258,232
466,122,107,148
467,207,295,251
468,77,40,23
469,198,141,107
470,237,293,268
471,167,180,106
472,36,61,18
473,250,234,272
474,51,0,67
475,231,248,213
476,34,69,15
477,199,121,151
478,47,9,38
479,15,73,52
480,9,83,61
481,218,240,221
482,199,134,165
483,213,283,264
484,182,166,114
485,84,58,37
486,144,102,169
487,198,133,178
488,61,42,16
489,252,201,235
490,294,242,275
491,102,126,159
492,212,231,270
493,168,158,197
494,1,66,40
495,284,229,203
496,237,295,209
497,81,27,61
498,182,104,173
499,183,135,158
500,142,192,166
501,192,102,124
502,50,1,28
503,154,115,136
504,242,216,261
505,129,194,105
506,107,172,143
507,57,98,30
508,182,122,177
509,40,28,70
510,191,103,124
511,262,229,291
512,59,7,26
513,195,111,175
514,105,196,157
515,129,156,197
516,37,19,43
517,275,202,235
518,239,268,216
519,67,22,58
520,139,114,197
521,119,170,199
522,56,7,33
523,195,170,101
524,256,269,215
525,278,210,223
526,112,133,180
527,178,182,152
528,288,257,286
529,74,54,15
530,86,45,69
531,286,200,247
532,185,122,153
533,263,202,246
534,110,171,135
535,89,79,19
536,141,106,128
537,266,255,294
538,42,39,87
539,291,205,262
540,12,76,47
541,14,25,67
542,234,289,263
543,230,264,297
544,35,47,88
545,158,100,164
546,167,153,129
547,59,14,76
548,78,17,46
549,145,194,112
550,191,149,176
551,44,36,71
552,246,238,277
553,96,66,33
554,12,70,58
555,246,219,225
556,73,24,13
557,274,288,234
558,286,224,210
559,105,134,187
560,45,96,24
561,270,214,223
562,193,122,109
563,192,162,158
564,216,220,268
565,201,269,286
566,119,178,180
567,266,289,250
568,57,31,3
569,278,247,206
570,7,71,87
571,230,206,250
572,32,75,3
573,77,84,59
574,70,14,37
575,249,227,275
576,21,94,42
577,186,172,122
578,110,185,161
579,39,4,42
580,243,299,260
581,170,146,131
582,15,97,40
583,200,259,223
584,192,168,144
585,143,193,111
586,171,194,158
587,229,299,217
588,103,196,137
589,88,63,2
590,203,233,279
591,27,2,75
592,78,6,89
593,82,42,17
594,292,234,257
595,176,112,180
596,34,65,81
597,262,255,238
598,114,153,160
599,227,270,295
600,54,7,91
601,18,82,50
602,176,109,199
603,24,5,40
604,227,295,202
605,36,63,54
606,76,83,12
607,284,248,262
608,136,117,194
609,68,19,23
610,222,269,255
611,138,187,109
612,180,118,138
613,279,200,298
614,177,184,155
615,156,108,195
616,279,297,221
617,276,283,252
618,44,99,35
619,280,259,265
620,26,67,12
621,212,276,254
622,187,162,120
623,281,263,246
624,22,80,60
625,111,135,142
626,280,269,223
627,2,78,37
628,140,135,113
629,120,174,147
630,262,227,285
631,235,291,218
632,80,3,23
633,287,267,254
634,123,147,188
635,162,199,145
636,130,118,149
637,133,114,175
638,214,279,239
639,79,89,11
640,113,157,160
641,114,142,160
642,12,48,65
643,258,229,217
644,158,126,172
645,27,41,97
646,262,241,226
647,191,158,167
648,280,206,230
649,211,220,253
650,116,193,142
651,171,181,131
652,70,94,49
653,91,30,10
654,288,226,250
655,216,276,228
656,156,181,163
657,60,18,27
658,75,32,12
659,109,125,150
660,219,260,246
661,251,283,271
662,154,168,136
663,154,170,190
664,163,113,132
665,260,231,258
666,122,166,109
667,17,80,28
668,96,43,11
669,85,74,24
670,231,272,219
671,116,183,149
672,30,91,67
673,178,194,110
674,104,129,149
675,273,248,224
676,262,285,206
677,186,137,117
678,198,179,100
679,222,279,255
680,195,117,133
681,271,231,241
682,84,61,7
683,277,204,254
684,81,64,44
685,53,9,97
686,173,102,140
687,77,51,28
688,79,88,14
689,175,198,107
690,135,179,113
691,235,202,257
692,286,248,268
693,262,218,248
694,281,247,261
695,277,217,286
696,233,246,276
697,174,109,189
698,91,15,55
699,248,219,232
700,229,264,252
701,172,124,149
702,131,113,144
703,41,20,4
704,288,241,274
705,69,0,52
706,218,286,222
707,188,160,144
708,22,51,89
709,50,94,12
710,94,32,51
711,255,231,298
712,2,37,45
713,245,234,298
714,81,6,72
715,74,15,21
716,30,40,95
717,81,57,3
718,74,41,24
719,292,240,235
720,226,216,286
721,116,125,197
722,236,209,279
723,270,296,225
724,237,296,253
725,60,80,23
726,73,54,26
727,36,55,96
728,14,73,44
729,77,24,42
730,236,295,219
731,83,1,75
732,1,26,90
733,106,194,133
734,260,294,207
735,168,139,154
736,37,95,8
737,177,193,148
738,246,215,275
739,269,237,210
740,259,269,281
741,212,254,237
742,106,191,150
743,43,4,83
744,180,143,112
745,28,71,1
746,211,268,238
747,295,205,247
748,2,66,50
749,91,51,62
750,263,219,291
751,3,48,74
752,129,119,186
753,191,136,160
754,41,69,88
755,128,186,164
756,195,150,136
757,264,246,200
758,159,197,134
759,268,242,233
760,217,274,242
761,24,69,2
762,151,181,110
763,213,259,272
764,275,255,226
765,283,262,227
766,206,299,275
767,196,107,167
768,258,272,233
769,151,103,161
770,259,284,288
771,127,193,168
772,45,25,4
773,36,78,54
774,98,61,26
775,59,95,61
776,113,150,191
777,112,125,150
778,83,9,53
779,242,269,237
780,291,234,210
781,165,184,147
782,126,152,171
783,44,65,34
784,175,180,142
785,71,6,32
786,99,58,30
787,108,185,130
788,214,226,266
789,107,173,196
790,141,190,173
791,96,53,67
792,73,41,37
793,292,257,216
794,193,146,168
795,71,8,57
796,288,248,209
797,149,186,177
798,42,69,1
799,32,89,42
800,211,255,230
801,237,210,286
802,173,107,121
803,260,257,215
804,164,155,105
805,36,46,84
806,201,295,230
807,220,258,203
808,24,96,19
809,166,181,100
810,23,56,80
811,142,183,122
812,251,200,226
813,123,114,188
814,219,271,240
815,35,6,92
816,18,42,77
817,231,270,290
818,34,99,7
819,88,49,17
820,218,224,243
821,140,163,104
822,100,127,179
823,196,171,122
824,278,294,248
825,114,165,153
826,45,8,89
827,13,55,31
828,98,60,12
829,280,265,253
830,145,121,177
831,6,53,84
832,214,220,262
833,5,91,61
834,274,240,297
835,178,190,104
836,115,163,190
837,234,290,251
838,166,149,112
839,106,192,128
840,81,45,29
841,28,58,66
842,160,131,190
843,53,67,81
844,91,13,78
845,95,63,4
846,248,297,216
847,278,257,223
848,127,110,190
849,137,152,173
850,231,247,262
851,266,234,295
852,86,42,12
853,245,234,286
854,142,117,184
855,27,51,2
856,203,289,240
857,233,288,214
858,274,251,296
859,56,5,76
860,80,17,25
861,178,143,130
862,195,103,162
863,59,93,71
864,68,48,37
865,173,188,139
866,21,91,42
867,237,269,295
868,159,112,175
869,111,146,131
870,150,185,108
871,298,278,211
872,72,19,30
873,240,204,299
874,280,275,225
875,177,111,129
876,98,15,67
877,204,289,253
878,238,207,282
879,121,196,168
880,101,129,198
881,66,13,22
882,163,146,118
883,288,277,220
884,296,228,254
885,292,250,216
886,245,215,296
887,44,22,17
888,279,254,207
889,3,53,20
890,292,257,270
891,86,59,9
892,268,287,224
893,105,197,171
894,64,36,3
895,134,113,175
896,84,16,31
897,60,49,29
898,165,138,101
899,233,241,201
900,24,93,63
901,108,171,194
902,279,291,205
903,177,111,183
904,148,136,174
905,40,76,26
906,193,101,170
907,70,96,5
908,111,149,129
909,213,280,265
910,55,73,6
911,22,53,84
912,261,242,226
913,288,242,232
914,296,247,202
915,237,265,200
916,32,7,46
917,245,222,201
918,73,93,17
919,44,69,90
920,281,253,272
921,4,32,74
922,75,58,91
923,29,50,70
924,252,268,215
925,71,95,2
926,252,285,279
927,158,169,117
928,53,10,65
929,117,161,151
930,202,274,235
931,71,37,98
932,36,18,52
933,124,194,147
934,25,46,96
935,82,68,29
936,89,40,75
937,191,168,122
938,211,243,262
939,77,51,5
940,265,283,211
941,30,74,8
942,285,226,216
943,271,286,237
944,27,82,46
945,47,9,36
946,2,79,25
947,107,155,169
948,62,49,98
949,262,221,203
950,96,35,40
951,21,63,97
952,93,13,61
953,1,28,73
954,103,185,175
955,205,232,258
956,16,72,43
957,242,261,205
958,49,39,2
959,265,228,203
960,279,259,215
961,264,286,254
962,294,238,218
963,270,289,206
964,170,151,102
965,133,113,181
966,294,266,214
967,255,235,218
968,228,242,200
969,190,117,168
970,165,192,132
971,8,95,57
972,5,47,37
973,226,277,281
974,70,22,8
975,156,120,190
976,181,158,117
977,144,102,199
978,76,45,6
979,53,6,73
980,285,258,204
981,49,34,99
982,35,66,5
983,193,140,127
984,294,204,270
985,288,292,255
986,95,77,7
987,18,98,46
988,215,261,294
989,70,52,23
990,185,159,114
991,90,71,1
992,88,6,37
993,4,76,47
994,39,75,40
995,155,130,184
996,147,110,198
997,58,21,9
998,250,200,283
999,145,100,121
1000,159,101,178
1001,15,70,41
1002,195,177,145
1003,91,77,58
1004,201,270,292
1005,144,123,199
1006,101,136,153
1007,169,155,180
1008,193,123,106
1009,131,194,164
1010,225,274,214
1011,177,114,120
1012,264,290,224
1013,297,253,212
1014,2,48,75
1015,251,235,210
1016,262,282,227
1017,58,0,61
1018,131,113,158
1019,27,81,69
1020,163,140,127
1021,283,242,278
1022,294,265,236
1023,159,172,189
